Год;Месяц;День;Архангельская область;Астраханская область;Белгородская область;Брянская область;Владимирская область;Волгоградская область;Вологодская область;Воронежская область;Ивановская область;Кабардино-Балкарская Республика;Калининградская область;Калужская область;Карачаево-Черкесская Республика;Кировская область;Костромская область;Краснодарский край;Курганская область;Курская область;Ленинградская область;Липецкая область;Московская область;Мурманская область;Нижегородская область;Новгородская область;Оренбургская область;Орловская область;Пензенская область;Пермский край;Псковская область;Республика Башкортостан;Республика Дагестан;Республика Ингушетия;Республика Калмыкия;Республика Карелия;Республика Коми;Республика Крым;Республика Марий Эл;Республика Мордовия;Республика Северная Осетия-Алания;Республика Татарстан;Ростовская область;Рязанская область;Самарская область;Саратовская область;Свердловская область;Смоленская область;Ставропольский край;Тамбовская область;Тверская область;Тульская область;Тюменская область;Удмуртская Республика;Ульяновская область;Челябинская область;Чеченская Республика;Чувашская Республика;Ярославская область
;;21;18645;10112;42669;10886;17344;40467;38526;28205;8473;4751;11123;16632;3634;16738;9363;71698;11636;20597;119612;32907;267490;33144;51100;11014;39909;6892;12971;63170;5027;71799;19880;2318;1588;20758;24584;21686;5799;8010;4909;75639;48272;15289;58259;31973;114530;16237;27199;8803;20397;26266;254386;24655;14219;92227;8390;12499;20514
;;22;19003;10174;43142;12312;19384;41470;38364;29306;9486;5000;11492;18573;3771;18050;9855;72842;12273;21321;124480;32494;282328;33363;56028;11100;39438;7653;13510;63380;5508;72489;19917;2307;1608;20948;24590;22205;6418;8581;5288;80416;50796;16309;62269;33056;116141;16613;28083;9388;21489;27503;255647;26206;15633;91813;8249;14003;22164
;;23;18400;10011;43307;11984;19350;39780;38084;28853;9573;4796;11126;17878;3593;18226;10041;70455;11623;20856;122456;31090;281537;33103;56681;11105;39191;7592;13424;63687;5391;71506;19215;2151;1272;20538;24745;21249;6358;8624;5030;80893;50371;16516;61967;33618;115043;16297;27232;9301;21851;27657;253302;26726;15398;92086;7959;14300;21566
;;24;17105;9890;42371;11500;19091;39325;39033;28585;9456;4647;11098;18156;3551;18168;9940;69408;11746;20975;120899;30805;277630;33472;56472;11035;38752;7150;13433;63129;5335;72052;18879;2076;1243;20308;24818;21175;6427;8723;4882;80332;49431;16344;61721;32956;117352;16148;27182;9367;21030;27300;254472;26928;15247;92813;7719;14192;21454
;;25;16784;9981;41910;10988;19218;39605;39150;28662;9403;4461;11053;17860;3519;18189;9668;68286;12099;20474;120559;31013;277389;33212;54000;10978;39292;6737;12973;63414;5454;72117;18325;1989;1920;19723;23680;21220;6412;8607;4832;79651;49259;16124;60685;31960;117354;16079;27464;9050;20365;26782;255142;26302;15042;93033;7564;14086;20910
;;26;16926;9537;42241;10657;18525;40020;39078;28099;9171;4345;10759;17222;3329;18173;9533;66572;12287;17876;119331;31305;271114;33363;54876;11024;38947;6649;13070;64677;5426;71796;17246;1973;1615;20406;25082;20029;6273;8339;4599;79427;47565;15804;58926;32841;118970;15611;26302;9052;19723;26054;253831;26137;14634;93777;7278;13713;20596
;;27;16927;9266;41717;9989;16638;38389;38117;27141;8387;4328;10502;16219;3198;17647;8977;64965;11949;19868;114202;31020;253100;33692;51895;10792;39353;6358;12371;64775;5107;70026;16377;1932;1464;20417;25234;19228;6177;7946;4251;77310;45329;15160;55958;31360;116071;15271;24694;8759;18822;24739;253623;25018;13465;91710;7133;12614;19221
;;28;17763;8599;40269;8624;15755;37329;38153;24842;7661;4061;10152;14920;2972;16976;8542;58737;11531;19739;113079;30372;245849;33101;48739;10713;38939;5459;10345;63710;4574;69223;15918;1894;1436;20910;24781;16776;6002;7957;3951;74964;42553;14233;54046;29155;114703;14678;22430;7460;18310;23779;250814;24428;12496;89462;6980;11951;18499
;;29;18936;9131;41229;9979;18410;39576;38367;27423;8906;4336;10614;16662;3160;18370;9596;62338;12160;20308;122276;30817;270021;33255;53563;11606;40649;6332;11932;64524;5254;73893;15552;1901;1531;20984;24323;17910;6488;8559;4112;80195;46682;15740;58794;32458;120089;15497;24444;8444;20348;25878;255356;26618;14066;96546;6865;13449;20728
;;30;18759;10040;42343;10207;18321;40072;38976;28413;8539;4275;10515;16866;3100;18009;9322;61941;11582;20735;120399;30307;268592;33203;51781;11721;41284;6148;11659;64649;5359;73067;15325;1877;1657;20726;23958;17890;6386;8456;4007;79252;48433;15553;58230;32358;115785;15397;24444;8892;20150;26121;250803;26298;13699;93570;6681;13586;20689
;5;1;18359;9604;43199;9677;16884;39800;37533;28119;6908;3835;10054;14081;2889;16307;8694;59295;10885;20505;111309;31142;248988;32975;48832;11150;40219;5844;10852;62571;5370;69699;14443;1861;1571;20779;24315;16956;5605;7620;3818;72343;44622;14927;53821;30628;109439;15042;23026;8659;19089;24733;247921;23596;12341;91060;6756;11821;18941
;;2;18188;9539;42250;9730;17998;39014;38431;27568;7560;3821;10855;14495;2982;16420;9296;59551;10422;20572;114437;31538;256644;33058;51384;11184;40176;6023;11834;61509;5728;69365;14136;1841;1552;20766;24208;17412;5866;8083;3791;73297;43591;15454;55634;31388;107922;14591;23219;9016;19564;25383;244574;23908;13244;89334;6638;12388;19784
;;3;18630;9728;41668;9481;17185;39274;38337;26566;7553;4006;10963;13898;3097;16776;9248;61880;10856;20678;120072;31004;253133;33325;50246;11443;40696;5882;11518;62125;5792;70038;14233;1954;1557;21366;24458;17625;5786;7755;3987;74336;44814;15068;55711;31523;110305;14677;24065;9032;19709;25508;244771;24440;13216;89422;6792;12074;19513
;;4;18736;9622;41802;9565;16825;38504;37876;25890;7463;4190;11107;13717;3130;16614;9205;60438;11154;20962;118940;31341;249003;32921;49686;11336;40526;5968;11190;61734;5613;68960;15256;2066;1578;21232;24196;17490;5635;7730;4158;73300;44038;15044;53508;30923;110043;14756;23932;8968;19728;25825;243772;24130;12214;89869;7226;11769;18923
;;5;18563;9531;41027;9455;16031;37935;37642;24907;7298;4108;11044;13426;3000;16199;9100;60011;10319;20975;117817;30593;247052;32846;48062;10962;40045;5712;10810;60474;5427;67740;15477;2108;1611;20920;24101;16990;5571;7559;4210;72712;42918;14809;53034;30448;107107;14704;24450;8635;19569;25158;241477;23033;11782;89462;7512;11527;18710
;;6;19302;9635;40912;9926;17240;39649;37773;26252;7911;4189;11572;14997;2920;16853;9096;61799;10213;21530;122404;31554;258649;32854;50858;11770;40139;6174;11419;61381;6102;67893;14799;2011;1583;20945;24227;17977;5973;7984;4168;77413;45251;15523;55725;31483;106764;15486;24715;9287;20414;25349;241757;24515;13193;87630;7092;12798;19539
;;7;18731;9176;41698;9365;17333;38859;36472;26272;7871;4182;11596;16142;2938;16589;8942;60487;9367;21405;127232;31200;255611;31609;50059;11896;38964;6196;10710;59577;6340;66474;14653;1925;1532;20444;23796;18034;6030;7856;3978;77420;45718;15204;55413;30608;105172;14829;23758;9176;19591;25180;240316;24329;12874;87646;6967;12666;19446
;;8;18766;9359;41530;10213;17356;39090;36545;26205;7716;4191;11590;16887;2920;16897;8830;62799;9280;21336;122530;31856;252986;32269;50241;11768;39362;6239;11388;59535;5957;65947;14191;1899;1527;20501;23549;18376;5814;7562;3930;76645;44904;15336;54850;30935;101845;15587;24383;9328;20502;25066;238806;23784;12529;86524;6708;12368;19171
;;9;17313;8804;41435;9413;15361;37367;36675;24734;6329;3816;10436;15512;2845;15264;8142;59151;8640;20742;113293;31338;237076;32095;47182;11298;38754;5714;10523;57159;5281;63051;13400;1898;1427;20258;22146;17851;5217;6984;3817;71169;41979;14425;51517;30074;99013;14880;22392;8599;19561;23359;237443;21619;11428;86044;6575;10820;17475
;;10;17338;8817;41728;9424;15588;38051;36124;25439;6803;4005;10716;15489;3006;15464;8202;60244;9128;21070;112767;31795;235200;31608;47652;11034;39078;5676;10755;57710;5282;63197;13622;1954;1456;19977;21808;18016;5347;7399;4060;72471;43264;14696;52413;30765;100001;14580;23194;8786;18659;23590;238895;21827;11635;85763;6744;11081;17287
;;11;16630;8537;41573;9665;15449;38921;36441;25562;6939;3914;10814;16294;2979;16127;8589;59677;9403;21262;112553;32427;232932;31572;47586;10948;39163;5789;10432;57158;5514;63517;14163;1942;1463;19820;21928;17761;5504;7572;3896;73142;44253;14779;53225;30980;100173;15023;23061;8753;18216;23625;238094;21888;11874;85380;6738;11216;16936
;;12;16747;8729;41022;9666;15350;38503;36671;25821;6983;3796;10872;15094;2950;16241;8264;60164;9081;21256;111395;32686;234045;31806;47519;10779;40121;5853;10532;56552;5058;63642;13988;1924;1462;20317;21692;17836;5364;7356;3705;72609;43952;14561;53590;30611;100605;14739;23759;8593;17736;23203;239121;21717;11549;85582;6803;11132;16823
;;13;17578;8943;42043;10387;17343;40112;36359;27317;8168;4130;11901;16759;3014;17340;8658;62485;9628;22055;114334;33424;254438;32419;52227;10999;40575;6266;11700;59181;5437;66224;14102;1948;1489;19803;22990;18147;6511;7908;3937;78432;46736;15414;58167;32386;103094;14900;24615;9235;19036;24416;239741;22866;13651;87432;6797;12832;18815
;;14;17267;8836;40951;10429;17747;38208;35964;27144;8358;4076;12133;16254;2943;17572;8640;62932;9673;22133;116343;33324;256409;32428;51374;10672;39906;6318;11767;58714;5456;65941;14043;1888;1486;20145;22819;17811;6885;8076;3752;78733;47491;15685;58784;32585;103887;14745;24457;9323;19146;24402;241022;23791;13916;87288;6706;12722;19412
;;15;17477;9062;41293;10420;17833;39023;36274;27352;8268;4048;11930;17737;2961;17684;8760;62165;9956;21634;116437;33630;260413;32434;52328;10771;39043;6279;11748;59840;5330;65093;13996;1784;1485;19818;22622;17722;6873;7998;3695;77865;45780;15715;58380;32985;102227;15099;24401;9472;19277;24956;240839;23688;13710;88283;6564;12655;18963
;;16;17097;9271;40755;10145;17636;40690;36407;27238;8180;4082;11579;17902;2973;17798;8844;63370;10108;21957;115200;33426;257401;32579;51929;10877;38398;6267;11559;59733;5287;66407;13724;1722;1503;19267;22623;17720;6907;7972;3692;77764;46798;15444;57498;33095;104638;15164;24557;9310;19402;24906;238537;23608;13642;89808;6612;12697;19168
;;17;17420;9504;41890;10057;17486;40057;36626;26942;7996;4104;11454;17213;3014;17417;8597;66096;10692;21871;114080;33720;256501;32393;51902;10761;38810;6250;11670;60762;5171;67800;13454;1786;1518;19264;22375;17695;6871;7697;3766;77919;48964;15346;55885;32189;109086;15011;24725;9280;19641;24719;242471;23659;13531;90470;6460;12502;19198
;;18;17078;8866;41414;9332;16072;38919;36375;25614;7241;3935;10846;16340;2927;16381;7760;64258;9703;21101;108753;32922;239930;31955;48289;10260;38468;5794;10836;61687;4849;67363;13158;1790;1461;19433;22338;17223;6578;7581;3697;75640;45520;14931;53321;31298;106959;14530;24638;8815;18768;23509;240784;22332;12367;88825;6511;11548;17447
;;19;17354;8776;40789;8944;15600;39040;36201;25555;6970;3733;10337;15374;2889;17028;8022;62131;10187;20950;105804;32334;237451;31241;47265;10083;38110;5684;10431;61166;4820;67327;13159;1797;1484;19110;21542;16582;6517;7371;3593;74760;45020;14675;51881;30689;105626;14581;23628;8506;18490;22722;239539;22279;11726;90808;6615;11041;17096
;;20;18140;8840;40725;9981;17627;39801;37001;27439;8082;3964;10732;17255;3087;18194;9209;62873;10768;21477;112119;32404;255061;30980;52224;10591;38185;6336;11394;60932;5405;70049;13485;1831;1499;19362;20997;16989;6061;7981;3765;79297;48594;15644;56368;32635;109963;15061;24362;9152;19899;24097;240742;24227;13721;92813;6387;12822;18946
;;21;17406;8757;42130;10143;18205;39527;36687;27481;8418;3850;10705;17467;3066;18341;9495;63945;10821;21356;113325;32701;257188;31134;51640;10948;38266;6441;11413;60749;5605;68683;13567;1808;1489;19104;19193;17044;5982;7928;3719;78938;46976;15734;55766;31328;114541;14957;24423;9230;19974;24059;241678;24523;13389;94197;6387;12797;19573
;;22;17746;8826;41955;10170;18198;39881;36839;27539;8464;3985;10464;17668;3076;18434;9572;63662;11056;21607;112812;32535;259274;32261;52865;10775;38242;6431;11377;60515;5400;68205;13524;1857;1468;18946;21119;16891;6312;7984;3756;79617;45875;15725;56657;32827;112303;15010;25198;9068;19695;24168;240279;23886;13502;93686;6513;12925;19395
;;23;18284;9425;42141;10327;17745;39662;36486;27612;8547;4004;10285;17445;3062;18586;9523;64116;10896;21649;113712;32371;260368;32518;52840;11046;37456;6597;11747;60626;5271;68820;13557;1837;1878;19763;21408;16857;6714;7953;3740;80061;47334;15852;55815;32473;111326;15085;24846;9308;19983;24610;237578;23787;13804;92340;6489;13071;19900
;;24;18734;9455;42297;10324;17505;38194;37235;27988;8433;3965;10185;16849;3038;18741;9323;65930;11132;21745;115443;31311;253532;32431;53212;11328;38237;6587;11628;61535;5255;70155;13430;1812;1881;20995;21471;16950;7136;7839;3685;79973;47981;15929;55582;32371;115082;15439;25305;9264;19932;24606;241634;24164;13557;92801;6570;13021;19339
;;25;17861;9430;41919;9705;16326;37595;36784;27004;7657;3806;10010;16291;2998;17428;8832;63111;10811;21134;111882;30742;240528;32039;49747;10865;37560;5942;11019;60708;4876;67507;13080;1670;1843;20598;21151;16764;6951;7441;3476;77029;46137;15206;52569;31473;114098;14789;24683;8712;19049;23736;241062;22709;12210;89586;6500;11841;17359
;;26;18027;9408;41562;9180;15821;37061;35856;26624;7407;3644;10191;15525;2953;17201;8987;60791;9899;20747;111343;30669;236773;31171;49526;10756;37415;5807;10630;58816;4787;65684;13025;1786;1799;20464;20879;16564;6640;7428;3472;73831;44932;14953;50927;30860;108262;14516;23608;8408;18513;23189;238593;21798;11891;87465;6453;11156;16610
;;27;18979;9370;41965;10098;17176;37642;36592;27894;8185;3907;10736;17065;3081;18808;9405;63369;10484;21222;119218;31341;254145;32166;52437;11300;37292;6411;11576;59348;5320;67488;13299;1825;1818;20457;21037;17544;7879;7988;3720;78590;46332;15728;54724;32693;108910;15144;24470;9162;19762;24506;237420;23609;13469;90226;6608;12784;18413
;;28;18600;9364;42483;10445;17691;38607;36027;28481;8350;3961;10948;17165;3018;18270;9755;64246;10006;21512;117887;30067;262221;31689;51422;11121;37122;6529;11780;58443;5312;66068;13637;1858;1898;20277;21067;17496;7604;8028;3776;77681;48119;16049;55120;33081;105939;15086;25440;9489;19842;24842;233758;23399;13310;88696;6606;12787;18578
;;29;18668;9880;41807;10440;17568;39315;36091;28775;8647;3937;10915;18099;3017;17471;9608;67272;9387;21748;116605;30533;267284;31782;53786;11162;37667;6654;12041;57478;5317;65146;13862;1854;1918;20340;21098;17890;7723;8152;3746;76970;48990;16194;55943;33909;104763;15220;25119;9611;19800;25294;231016;23170;13110;89027;6613;12787;18890
;;30;18151;10234;34255;10376;16970;40821;34709;28275;8479;4121;10769;17620;2992;17567;9171;70066;9466;20248;115103;29465;257605;32167;54127;11335;37578;6530;12538;57282;5217;64738;13885;1856;2009;20342;21041;18156;7879;8336;3761;77829;49728;15851;57059;34370;103849;14690;26310;9417;19288;24007;230321;23231;13497;89940;6874;12888;18250
;;31;17752;10797;37605;10838;17589;40731;35447;29549;8401;4224;10756;17946;3011;17642;9597;72071;9911;21639;115783;31235;260838;31440;53240;11310;38300;6898;12697;57729;5248;65289;14062;1871;2074;20407;20803;18521;6441;8074;3833;77920;50654;16113;57216;33758;103690;15215;25908;9928;19801;24708;231511;23466;13378;89652;7013;12721;18663
;6;1;17087;10993;40341;9896;16097;41595;34953;27649;7543;4114;10126;16508;2972;16629;9182;73529;9202;21129;108809;30997;239117;31201;48533;10808;37868;6032;11446;56371;4826;63361;13998;1916;2096;20260;20350;17845;5774;7530;3795;73867;49559;15320;54287;32700;102220;14579;25323;9271;18625;23236;226612;22306;11535;84849;7333;11481;16811
;;2;17103;11279;40796;9618;15453;42075;35454;27160;7218;4109;9827;15559;2952;15944;8606;74484;9207;21215;107152;30504;237750;31053;46821;10790;38659;5999;11181;55821;4770;62814;14187;1978;2136;20214;20250;17713;5283;7230;3828;72408;50980;15136;52652;32581;101681;14353;25416;8929;18805;22936;228495;21277;11284;84709;7863;10542;16451
;;3;17880;11927;41143;10707;17230;41299;33671;28904;8115;4399;10504;16185;2965;17945;8992;75570;9641;21960;110953;30592;254105;31262;52109;10987;39496;6632;12129;58286;5196;64975;15026;2122;2331;19652;20702;18884;5868;8104;4153;76283;50471;16331;56616;33676;105414;15002;26990;9408;19882;24765;231707;23924;13335;85924;8493;11212;18710
;;4;18182;11881;38822;10951;17590;41479;34316;28335;8224;4222;10603;17318;2822;17938;8968;76837;9708;21819;111831;30421;255721;31547;51618;10936;38109;6646;12009;58830;5245;63820;15546;2173;2460;19257;20506;18492;5794;7986;4039;73151;51020;16348;55497;33090;106487;14852;27246;9708;20092;25024;234098;24376;13041;85896;7862;11301;18913
;;5;17688;10720;40176;11022;17762;40800;33591;28435;8296;4083;10803;18099;2943;18039;8844;76870;10378;21638;111255;31338;259503;31016;51912;10846;37464;6804;12021;58470;5243;66046;14214;2002;2245;19149;20128;19123;5817;8046;3915;77232;49572;16915;56096;33377;112002;15263;26411;9425;20247;25440;233602;24473;13314;86058;6757;11300;19047
;;6;17071;10454;40719;10860;17879;41713;32288;29112;8434;4033;10845;18141;3068;18189;9076;76077;10332;21836;111310;31303;264971;30544;51972;10896;38147;6742;12287;57815;5251;66154;13475;1858;2102;18203;18784;19471;6219;7960;3812;78159;48263;16908;57359;34000;107838;15292;25399;9568;20646;25593;233316;24176;13774;86844;6571;11331;19071
;;7;16773;10995;40983;10919;17955;42935;33979;29485;8399;4046;10888;18256;3072;18177;9088;76577;10142;22082;112301;31468;269893;29668;52022;11202;38507;6824;12265;59589;5304;65927;13691;1926;2197;18740;20176;18663;6343;8104;3848;78043;50059;17263;56864;33990;108028;15505;25958;9672;20896;26126;234688;24005;13440;86815;7031;11289;19301
;;8;16102;10722;41319;9970;16418;41616;34625;28174;7657;4109;10346;15855;2946;16661;8570;73441;9469;21832;106684;30771;250774;29143;48817;10806;38311;6078;11214;57968;5048;63889;14053;1871;2228;18021;19381;17933;5705;7552;3734;73118;48662;16485;53684;32989;104878;15082;25094;9047;19707;25042;234164;22075;11598;84809;7235;10106;17718
;;9;15965;10998;41095;9277;15871;40761;34546;28020;7435;3941;9972;15965;2938;16489;8235;74669;9179;21570;105014;30876;251707;29507;47563;10529;37562;6028;10822;57399;4892;63330;14087;1884;2269;17801;19598;17704;5490;7468;3641;71432;49266;16577;52236;31338;102785;15004;24745;8619;19692;24394;232286;21726;11300;83983;7245;10473;17301
;;10;16827;11252;42151;10979;17908;40337;34735;29923;8348;4212;10402;17176;3050;17881;8820;79003;9921;22348;110396;31966;273011;29414;52718;10767;38701;6995;12413;58496;5203;66012;14386;1900;2373;17943;19638;19222;6283;8160;3904;78394;53377;17791;57320;33509;105813;15372;26555;9645;20735;25825;235900;23974;13272;86344;7277;12505;19123
;;11;16709;11655;42338;11235;17878;41437;34427;30021;8252;4315;10612;17420;3006;17496;8623;79975;9834;22221;109588;31183;269479;30977;51661;10611;39354;6920;12760;59135;5322;66235;14621;1958;2399;17925;19691;19245;6143;8309;3993;79091;53443;17393;58402;35198;104027;15177;27167;9681;20740;25958;238057;23828;13413;85489;7600;12688;19084
;;12;16537;11706;42106;10493;15988;43662;33487;29239;6810;4235;10221;15551;2982;16284;8100;79987;9460;21957;102531;31985;246421;30585;48201;10160;39269;6470;11904;57480;5021;64655;13997;1960;2332;18308;19867;19340;5514;7602;3810;74572;50524;16525;54571;34815;101285;14778;26103;9107;19483;24904;235857;21813;11572;84500;7477;11642;17097
;;13;16960;12234;42838;11040;17262;44634;34038;29607;7935;4154;10735;16193;3042;17573;8525;79004;9964;22689;108750;32373;253248;30299;50781;10342;38023;6940;12132;58555;5372;66170;14567;1943;2388;18670;20689;20056;5956;8025;3953;76958;55108;16613;56691;33914;105197;15162;27055;9589;20605;25424;239071;23983;12860;85461;7741;12537;18737
;;14;16876;10561;40572;11031;17738;42064;35693;28412;8293;4101;10401;16848;3028;17917;8968;78444;10588;22429;110168;31562;256780;29965;52788;10545;38449;6876;12212;59569;5466;66671;14774;1886;2132;18179;20614;20169;6017;7905;3911;77374;52320;16563;56634;33696;107600;15301;26730;9492;21338;25636;237852;24320;13138;85650;7558;12365;19222
;;15;16347;10747;41204;10508;16049;41550;35096;26882;7378;4034;10194;15097;2918;16449;8274;80519;9957;21959;108136;31179;236562;29803;48922;10292;38212;6439;11066;56648;4978;64822;14219;1902;2052;18310;20524;19895;5487;7343;3750;73480;51529;15888;52722;32399;104805;14593;26138;8848;20276;25052;235722;22178;11451;85429;7336;10691;17403
